cmpd,plate.384,row.384,column.384,available,plate.96,row.96,column.96
1502183,MS384004,J,6,,MS096007,F,5
1502227,MS384004,J,7,,MS096007,F,6
1502223,MS384004,J,8,,MS096007,F,7
1502229,MS384004,J,9,,MS096007,F,8
1502248,MS384004,J,10,,MS096007,F,9
1502238,MS384004,J,11,,MS096007,F,10
1502231,MS384004,J,12,,MS096007,F,11
1500266,MS384004,J,13,,MS096008,F,2
107113,MS384004,J,14,,MS096008,F,3
212064,MS384004,J,15,,MS096008,F,4
1501116,MS384004,J,16,,MS096008,F,5
1500180,MS384004,J,17,,MS096008,F,6
1500379,MS384004,J,18,,MS096008,F,7
1505336,MS384004,J,19,,MS096008,F,8
310300,MS384004,J,20,,MS096008,F,9
1500373,MS384004,J,21,,MS096008,F,10
1500147,MS384004,J,22,,MS096008,F,11
1502234,MS384004,K,3,,MS096007,G,2
1502239,MS384004,K,4,,MS096007,G,3
1502243,MS384004,K,5,,MS096007,G,4
1502250,MS384004,K,6,,MS096007,G,5
1502251,MS384004,K,7,,MS096007,G,6
1502256,MS384004,K,8,,MS096007,G,7
1503009,MS384004,K,9,,MS096007,G,8
1503042,MS384004,K,10,,MS096007,G,9
1503423,MS384004,K,11,,MS096007,G,10
1503630,MS384004,K,12,,MS096007,G,11
1500195,MS384004,K,13,,MS096008,G,2
1504098,MS384004,K,14,,MS096008,G,3
1500244,MS384004,K,15,,MS096008,G,4
1501180,MS384004,K,16,,MS096008,G,5
1501179,MS384004,K,17,,MS096008,G,6
1501153,MS384004,K,18,,MS096008,G,7
1501155,MS384004,K,19,,MS096008,G,8
1501185,MS384004,K,20,,MS096008,G,9
1501181,MS384004,K,21,,MS096008,G,10
1501176,MS384004,K,22,,MS096008,G,11
1503674,MS384004,L,3,,MS096007,H,2
1503662,MS384004,L,4,,MS096007,H,3
1503802,MS384004,L,5,,MS096007,H,4
1503982,MS384004,L,6,,MS096007,H,5
1503983,MS384004,L,7,,MS096007,H,6
1503986,MS384004,L,8,,MS096007,H,7
1503987,MS384004,L,9,,MS096007,H,8
1503989,MS384004,L,10,,MS096007,H,9
1503992,MS384004,L,11,,MS096007,H,10
1504003,MS384004,L,12,,MS096007,H,11
1501137,MS384004,L,13,,MS096008,H,2
1501140,MS384004,L,14,,MS096008,H,3
1501126,MS384004,L,15,,MS096008,H,4
1501144,MS384004,L,16,,MS096008,H,5
1501146,MS384004,L,17,,MS096008,H,6
1501138,MS384004,L,18,,MS096008,H,7
1501152,MS384004,L,19,,MS096008,H,8
1501156,MS384004,L,20,,MS096008,H,9
1501161,MS384004,L,21,,MS096008,H,10
1501187,MS384004,L,22,,MS096008,H,11
DMSO,MS384004,D,3,,NA,NA,NA
DMSO,MS384004,D,8,,NA,NA,NA
DMSO,MS384004,D,13,,NA,NA,NA
DMSO,MS384004,D,18,,NA,NA,NA
DMSO,MS384004,D,22,,NA,NA,NA
DMSO,MS384004,M,3,,NA,NA,NA
DMSO,MS384004,M,8,,NA,NA,NA
DMSO,MS384004,M,13,,NA,NA,NA
DMSO,MS384004,M,18,,NA,NA,NA
DMSO,MS384004,M,22,,NA,NA,NA
1500759,MS384005,E,3,,MS096009,A,2
1500763,MS384005,E,4,,MS096009,A,3
1500779,MS384005,E,5,,MS096009,A,4
1500804,MS384005,E,6,,MS096009,A,5
1501170,MS384005,E,7,,MS096009,A,6
1501173,MS384005,E,8,,MS096009,A,7
1503938,MS384005,E,9,,MS096009,A,8
1501109,MS384005,E,10,,MS096009,A,9
1501007,MS384005,E,11,,MS096009,A,10
1501008,MS384005,E,12,,MS096009,A,11
1503933,MS384005,E,13,,MS096010,A,2
1503934,MS384005,E,14,,MS096010,A,3
1503935,MS384005,E,15,,MS096010,A,4
1503936,MS384005,E,16,,MS096010,A,5
1503941,MS384005,E,17,,MS096010,A,6
1503945,MS384005,E,18,,MS096010,A,7
1503975,MS384005,E,19,,MS096010,A,8
1504009,MS384005,E,20,,MS096010,A,9
1503954,MS384005,E,21,,MS096010,A,10
1503985,MS384005,E,22,,MS096010,A,11
1503912,MS384005,F,3,,MS096009,B,2
1500209,MS384005,F,4,,MS096009,B,3
200447,MS384005,F,5,,MS096009,B,4
1500280,MS384005,F,6,,MS096009,B,5
1505281,MS384005,F,7,,MS096009,B,6
1505272,MS384005,F,8,,MS096009,B,7
1501147,MS384005,F,9,,MS096009,B,8
1501010,MS384005,F,10,,MS096009,B,9
1505327,MS384005,F,11,,MS096009,B,10
1500137,MS384005,F,12,,MS096009,B,11
1504236,MS384005,F,13,,MS096010,B,2
1504088,MS384005,F,14,,MS096010,B,3
1504136,MS384005,F,15,,MS096010,B,4
1504144,MS384005,F,16,,MS096010,B,5
1503999,MS384005,F,17,,MS096010,B,6
1504094,MS384005,F,18,x,MS096010,B,7
1504137,MS384005,F,19,,MS096010,B,8
1504099,MS384005,F,20,,MS096010,B,9
1504101,MS384005,F,21,x,MS096010,B,10
1502089,MS384005,F,22,,MS096010,B,11
1500399,MS384005,G,3,,MS096009,C,2
1500993,MS384005,G,4,,MS096009,C,3
1500996,MS384005,G,5,,MS096009,C,4
1500998,MS384005,G,6,,MS096009,C,5
1501000,MS384005,G,7,,MS096009,C,6
1501002,MS384005,G,8,,MS096009,C,7
1501005,MS384005,G,9,,MS096009,C,8
1500762,MS384005,G,10,,MS096009,C,9
1503991,MS384005,G,11,,MS096009,C,10
211709,MS384005,G,12,,MS096009,C,11
1504184,MS384005,G,13,,MS096010,C,2
1504190,MS384005,G,14,,MS096010,C,3
1504148,MS384005,G,15,,MS096010,C,4
1504237,MS384005,G,16,,MS096010,C,5
1504257,MS384005,G,17,,MS096010,C,6
1504173,MS384005,G,18,,MS096010,C,7
1504174,MS384005,G,19,,MS096010,C,8
1504231,MS384005,G,20,,MS096010,C,9
1504188,MS384005,G,21,,MS096010,C,10
1504258,MS384005,G,22,,MS096010,C,11
1501011,MS384005,H,3,,MS096009,D,2
1501127,MS384005,H,4,,MS096009,D,3
1501171,MS384005,H,5,,MS096009,D,4
1501125,MS384005,H,6,,MS096009,D,5
1501172,MS384005,H,7,,MS096009,D,6
1501021,MS384005,H,8,,MS096009,D,7
1501148,MS384005,H,9,,MS096009,D,8
1501104,MS384005,H,10,,MS096009,D,9
1501108,MS384005,H,11,,MS096009,D,10
1501121,MS384005,H,12,,MS096009,D,11
1504209,MS384005,H,13,,MS096010,D,2
1504210,MS384005,H,14,,MS096010,D,3
1504259,MS384005,H,15,,MS096010,D,4
1504225,MS384005,H,16,,MS096010,D,5
1504260,MS384005,H,17,,MS096010,D,6
1504226,MS384005,H,18,,MS096010,D,7
1504268,MS384005,H,19,,MS096010,D,8
1504300,MS384005,H,20,,MS096010,D,9
1504401,MS384005,H,21,,MS096010,D,10
1504150,MS384005,H,22,,MS096010,D,11
1501120,MS384005,I,3,,MS096009,E,2
1501113,MS384005,I,4,x,MS096009,E,3
1501115,MS384005,I,5,,MS096009,E,4
1501117,MS384005,I,6,,MS096009,E,5
1501118,MS384005,I,7,,MS096009,E,6
1501119,MS384005,I,8,,MS096009,E,7
1501151,MS384005,I,9,,MS096009,E,8
1501150,MS384005,I,10,,MS096009,E,9
1500772,MS384005,I,11,,MS096009,E,10
201508,MS384005,I,12,,MS096009,E,11
1500621,MS384005,I,13,,MS096010,E,2
1505253,MS384005,I,14,,MS096010,E,3
330064,MS384005,I,15,,MS096010,E,4
1504263,MS384005,I,16,,MS096010,E,5
100326,MS384005,I,17,,MS096010,E,6
1500682,MS384005,I,18,,MS096010,E,7
1500995,MS384005,I,19,,MS096010,E,8
1505323,MS384005,I,20,,MS096010,E,9
300034,MS384005,I,21,,MS096010,E,10
2300292,MS384005,I,22,,MS096010,E,11
1501129,MS384005,J,3,,MS096009,F,2
1501149,MS384005,J,4,,MS096009,F,3
1501130,MS384005,J,5,,MS096009,F,4
1501133,MS384005,J,6,,MS096009,F,5
1501135,MS384005,J,7,,MS096009,F,6
1505209,MS384005,J,8,,MS096009,F,7
1505212,MS384005,J,9,,MS096009,F,8
1502259,MS384005,J,10,,MS096009,F,9
1500810,MS384005,J,11,,MS096009,F,10
201315,MS384005,J,12,,MS096009,F,11
1500478,MS384005,J,13,,MS096010,F,2
1500428,MS384005,J,14,,MS096010,F,3
1500325,MS384005,J,15,,MS096010,F,4
1500480,MS384005,J,16,,MS096010,F,5
1500483,MS384005,J,17,,MS096010,F,6
330070,MS384005,J,18,,MS096010,F,7
330066,MS384005,J,19,,MS096010,F,8
1505299,MS384005,J,20,,MS096010,F,9
1500281,MS384005,J,21,,MS096010,F,10
1500304,MS384005,J,22,,MS096010,F,11
1504013,MS384005,K,3,,MS096009,G,2
1500611,MS384005,K,4,x,MS096009,G,3
102018,MS384005,K,5,,MS096009,G,4
201136,MS384005,K,6,,MS096009,G,5
300222,MS384005,K,7,,MS096009,G,6
1504155,MS384005,K,8,,MS096009,G,7
240673,MS384005,K,9,,MS096009,G,8
1502111,MS384005,K,10,,MS096009,G,9
240590,MS384005,K,11,,MS096009,G,10
210186,MS384005,K,12,,MS096009,G,11
1500408,MS384005,K,13,,MS096010,G,2
1500339,MS384005,K,14,,MS096010,G,3
1500216,MS384005,K,15,,MS096010,G,4
1500580,MS384005,K,16,,MS096010,G,5
1500582,MS384005,K,17,,MS096010,G,6
1505292,MS384005,K,18,,MS096010,G,7
1500104,MS384005,K,19,,MS096010,G,8
1500406,MS384005,K,20,,MS096010,G,9
1500354,MS384005,K,21,,MS096010,G,10
200701,MS384005,K,22,,MS096010,G,11
1505362,MS384005,L,3,,MS096009,H,2
1502050,MS384005,L,4,,MS096009,H,3
1505803,MS384005,L,5,,MS096009,H,4
1500593,MS384005,L,6,,MS096009,H,5
1500597,MS384005,L,7,,MS096009,H,6
1503940,MS384005,L,8,,MS096009,H,7
1503902,MS384005,L,9,,MS096009,H,8
1500615,MS384005,L,10,,MS096009,H,9
1502043,MS384005,L,11,,MS096009,H,10
200416,MS384005,L,12,,MS096009,H,11
100619,MS384005,L,13,,MS096010,H,2
1500300,MS384005,L,14,,MS096010,H,3
330011,MS384005,L,15,,MS096010,H,4
1505264,MS384005,L,16,,MS096010,H,5
1500126,MS384005,L,17,,MS096010,H,6
1501124,MS384005,L,18,,MS096010,H,7
2300161,MS384005,L,19,,MS096010,H,8
1500168,MS384005,L,20,,MS096010,H,9
330042,MS384005,L,21,,MS096010,H,10
1504404,MS384005,L,22,,MS096010,H,11
DMSO,MS384005,D,3,,NA,NA,NA
DMSO,MS384005,D,8,,NA,NA,NA
DMSO,MS384005,D,13,,NA,NA,NA
DMSO,MS384005,D,18,,NA,NA,NA
DMSO,MS384005,D,22,,NA,NA,NA
DMSO,MS384005,M,3,,NA,NA,NA
DMSO,MS384005,M,8,,NA,NA,NA
DMSO,MS384005,M,13,,NA,NA,NA
DMSO,MS384005,M,18,,NA,NA,NA
DMSO,MS384005,M,22,,NA,NA,NA
1503923,MS384006,E,3,,MS096011,A,2
1502242,MS384006,E,4,,MS096011,A,3
1500581,MS384006,E,5,,MS096011,A,4
2300100,MS384006,E,6,,MS096011,A,5
330017,MS384006,E,7,,MS096011,A,6
330058,MS384006,E,8,,MS096011,A,7
1500552,MS384006,E,9,,MS096011,A,8
1502006,MS384006,E,10,,MS096011,A,9
330018,MS384006,E,11,,MS096011,A,10
1401406,MS384006,E,12,,MS096011,A,11
1500485,MS384006,E,13,,MS096012,A,2
1500482,MS384006,E,14,,MS096012,A,3
1501214,MS384006,E,15,,MS096012,A,4
1502045,MS384006,E,16,,MS096012,A,5
1500488,MS384006,E,17,,MS096012,A,6
1500489,MS384006,E,18,,MS096012,A,7
1500491,MS384006,E,19,,MS096012,A,8
1502041,MS384006,E,20,,MS096012,A,9
1500495,MS384006,E,21,,MS096012,A,10
1500496,MS384006,E,22,,MS096012,A,11
1500240,MS384006,F,3,,MS096011,B,2
201309,MS384006,F,4,,MS096011,B,3
330030,MS384006,F,5,,MS096011,B,4
330021,MS384006,F,6,,MS096011,B,5
1500145,MS384006,F,7,,MS096011,B,6
1503978,MS384006,F,8,,MS096011,B,7
1500669,MS384006,F,9,,MS096011,B,8
1500252,MS384006,F,10,,MS096011,B,9
1701060,MS384006,F,11,,MS096011,B,10
1505332,MS384006,F,12,,MS096011,B,11
1500497,MS384006,F,13,,MS096012,B,2
1500499,MS384006,F,14,,MS096012,B,3
1500501,MS384006,F,15,,MS096012,B,4
1500502,MS384006,F,16,,MS096012,B,5
1500503,MS384006,F,17,,MS096012,B,6
1500504,MS384006,F,18,,MS096012,B,7
1500505,MS384006,F,19,,MS096012,B,8
1500507,MS384006,F,20,,MS096012,B,9
1500508,MS384006,F,21,,MS096012,B,10
1500511,MS384006,F,22,,MS096012,B,11
1500109,MS384006,G,3,,MS096011,C,2
1500190,MS384006,G,4,,MS096011,C,3
1501188,MS384006,G,5,,MS096011,C,4
1501191,MS384006,G,6,,MS096011,C,5
1505804,MS384006,G,7,,MS096011,C,6
201505,MS384006,G,8,,MS096011,C,7
300556,MS384006,G,9,,MS096011,C,8
1500856,MS384006,G,10,,MS096011,C,9
1500813,MS384006,G,11,,MS096011,C,10
1500404,MS384006,G,12,,MS096011,C,11
1500514,MS384006,G,13,,MS096012,C,2
1500515,MS384006,G,14,,MS096012,C,3
1500516,MS384006,G,15,,MS096012,C,4
1500517,MS384006,G,16,,MS096012,C,5
1500518,MS384006,G,17,,MS096012,C,6
1500519,MS384006,G,18,,MS096012,C,7
1500521,MS384006,G,19,,MS096012,C,8
1502123,MS384006,G,20,,MS096012,C,9
1500525,MS384006,G,21,,MS096012,C,10
1500527,MS384006,G,22,,MS096012,C,11
211555,MS384006,H,3,,MS096011,D,2
1502210,MS384006,H,4,,MS096011,D,3
1502207,MS384006,H,5,,MS096011,D,4
1502216,MS384006,H,6,,MS096011,D,5
1503073,MS384006,H,7,,MS096011,D,6
1503080,MS384006,H,8,,MS096011,D,7
1503083,MS384006,H,9,,MS096011,D,8
1503085,MS384006,H,10,,MS096011,D,9
1501199,MS384006,H,11,,MS096011,D,10
1501201,MS384006,H,12,,MS096011,D,11
1500531,MS384006,H,13,,MS096012,D,2
1500532,MS384006,H,14,,MS096012,D,3
201182,MS384006,H,15,,MS096012,D,4
201227,MS384006,H,16,,MS096012,D,5
1500538,MS384006,H,17,,MS096012,D,6
1500539,MS384006,H,18,,MS096012,D,7
1500544,MS384006,H,19,,MS096012,D,8
1500545,MS384006,H,20,,MS096012,D,9
1500546,MS384006,H,21,,MS096012,D,10
1500547,MS384006,H,22,,MS096012,D,11
1502092,MS384006,I,3,,MS096011,E,2
1502059,MS384006,I,4,,MS096011,E,3
1503069,MS384006,I,5,,MS096011,E,4
1503070,MS384006,I,6,,MS096011,E,5
1503043,MS384006,I,7,,MS096011,E,6
1503053,MS384006,I,8,,MS096011,E,7
1503906,MS384006,I,9,x,MS096011,E,8
1501195,MS384006,I,10,,MS096011,E,9
1502153,MS384006,I,11,,MS096011,E,10
1502258,MS384006,I,12,,MS096011,E,11
1500548,MS384006,I,13,,MS096012,E,2
1500549,MS384006,I,14,,MS096012,E,3
1500551,MS384006,I,15,,MS096012,E,4
1500554,MS384006,I,16,,MS096012,E,5
1500555,MS384006,I,17,,MS096012,E,6
1500556,MS384006,I,18,,MS096012,E,7
1500558,MS384006,I,19,,MS096012,E,8
1500564,MS384006,I,20,,MS096012,E,9
1500566,MS384006,I,21,,MS096012,E,10
1500567,MS384006,I,22,,MS096012,E,11
1501198,MS384006,J,3,,MS096011,F,2
1501217,MS384006,J,4,,MS096011,F,3
1502003,MS384006,J,5,,MS096011,F,4
1502078,MS384006,J,6,,MS096011,F,5
1501200,MS384006,J,7,,MS096011,F,6
1502012,MS384006,J,8,,MS096011,F,7
1502083,MS384006,J,9,,MS096011,F,8
1502155,MS384006,J,10,,MS096011,F,9
1502162,MS384006,J,11,,MS096011,F,10
1505815,MS384006,J,12,,MS096011,F,11
1502197,MS384006,J,13,,MS096012,F,2
1500575,MS384006,J,14,,MS096012,F,3
1500576,MS384006,J,15,,MS096012,F,4
1500578,MS384006,J,16,,MS096012,F,5
1502253,MS384006,J,17,,MS096012,F,6
1502060,MS384006,J,18,,MS096012,F,7
1500643,MS384006,J,19,,MS096012,F,8
212140,MS384006,J,20,,MS096012,F,9
1505201,MS384006,J,21,,MS096012,F,10
1500665,MS384006,J,22,,MS096012,F,11
1502028,MS384006,K,3,,MS096011,G,2
1502193,MS384006,K,4,,MS096011,G,3
1502219,MS384006,K,5,,MS096011,G,4
1502208,MS384006,K,6,,MS096011,G,5
1502221,MS384006,K,7,,MS096011,G,6
1502215,MS384006,K,8,,MS096011,G,7
1502131,MS384006,K,9,,MS096011,G,8
1502217,MS384006,K,10,,MS096011,G,9
1502214,MS384006,K,11,,MS096011,G,10
1502212,MS384006,K,12,,MS096011,G,11
1500401,MS384006,K,13,,MS096012,G,2
1500688,MS384006,K,14,,MS096012,G,3
1500689,MS384006,K,15,,MS096012,G,4
1502195,MS384006,K,16,,MS096012,G,5
1500695,MS384006,K,17,,MS096012,G,6
1500699,MS384006,K,18,,MS096012,G,7
1500701,MS384006,K,19,,MS096012,G,8
1500702,MS384006,K,20,,MS096012,G,9
1500703,MS384006,K,21,,MS096012,G,10
1500677,MS384006,K,22,,MS096012,G,11
1502040,MS384006,L,3,,MS096011,H,2
1502044,MS384006,L,4,,MS096011,H,3
1501196,MS384006,L,5,,MS096011,H,4
1502099,MS384006,L,6,,MS096011,H,5
1502130,MS384006,L,7,,MS096011,H,6
1502202,MS384006,L,8,,MS096011,H,7
1502203,MS384006,L,9,,MS096011,H,8
1502194,MS384006,L,10,,MS096011,H,9
1502196,MS384006,L,11,,MS096011,H,10
1502095,MS384006,L,12,,MS096011,H,11
1500705,MS384006,L,13,,MS096012,H,2
1500710,MS384006,L,14,,MS096012,H,3
1500715,MS384006,L,15,,MS096012,H,4
1500716,MS384006,L,16,,MS096012,H,5
1500828,MS384006,L,17,,MS096012,H,6
1500728,MS384006,L,18,,MS096012,H,7
201157,MS384006,L,19,,MS096012,H,8
1505802,MS384006,L,20,,MS096012,H,9
1500739,MS384006,L,21,,MS096012,H,10
1500756,MS384006,L,22,,MS096012,H,11
DMSO,MS384006,D,3,,NA,NA,NA
DMSO,MS384006,D,8,,NA,NA,NA
DMSO,MS384006,D,13,,NA,NA,NA
DMSO,MS384006,D,18,,NA,NA,NA
DMSO,MS384006,D,22,,NA,NA,NA
DMSO,MS384006,M,3,,NA,NA,NA
DMSO,MS384006,M,8,,NA,NA,NA
DMSO,MS384006,M,13,,NA,NA,NA
DMSO,MS384006,M,18,,NA,NA,NA
DMSO,MS384006,M,22,,NA,NA,NA
1503086,MS384007,E,3,,MS096013,A,2
1503101,MS384007,E,4,,MS096013,A,3
1503102,MS384007,E,5,,MS096013,A,4
1503104,MS384007,E,6,,MS096013,A,5
1503105,MS384007,E,7,,MS096013,A,6
1503107,MS384007,E,8,,MS096013,A,7
1503108,MS384007,E,9,,MS096013,A,8
1503114,MS384007,E,10,,MS096013,A,9
1503115,MS384007,E,11,,MS096013,A,10
1503117,MS384007,E,12,,MS096013,A,11
330049,MS384007,E,13,,MS096014,A,2
330052,MS384007,E,14,x,MS096014,A,3
330053,MS384007,E,15,,MS096014,A,4
330054,MS384007,E,16,,MS096014,A,5
330012,MS384007,E,17,,MS096014,A,6
330013,MS384007,E,18,,MS096014,A,7
330047,MS384007,E,19,,MS096014,A,8
330048,MS384007,E,20,,MS096014,A,9
330010,MS384007,E,21,,MS096014,A,10
330046,MS384007,E,22,,MS096014,A,11
1503204,MS384007,F,3,,MS096013,B,2
1503205,MS384007,F,4,,MS096013,B,3
1503206,MS384007,F,5,,MS096013,B,4
1503207,MS384007,F,6,,MS096013,B,5
1503212,MS384007,F,7,,MS096013,B,6
1503218,MS384007,F,8,,MS096013,B,7
1503221,MS384007,F,9,,MS096013,B,8
1503222,MS384007,F,10,,MS096013,B,9
1503227,MS384007,F,11,,MS096013,B,10
1503237,MS384007,F,12,,MS096013,B,11
330044,MS384007,F,13,,MS096014,B,2
330045,MS384007,F,14,,MS096014,B,3
330043,MS384007,F,15,,MS096014,B,4
330041,MS384007,F,16,,MS096014,B,5
330040,MS384007,F,17,,MS096014,B,6
330014,MS384007,F,18,,MS096014,B,7
330015,MS384007,F,19,,MS096014,B,8
330016,MS384007,F,20,,MS096014,B,9
330019,MS384007,F,21,,MS096014,B,10
1505244,MS384007,F,22,,MS096014,B,11
1503231,MS384007,G,3,,MS096013,C,2
1503251,MS384007,G,4,,MS096013,C,3
1503252,MS384007,G,5,,MS096013,C,4
1503253,MS384007,G,6,,MS096013,C,5
1503257,MS384007,G,7,,MS096013,C,6
1503260,MS384007,G,8,,MS096013,C,7
1503262,MS384007,G,9,,MS096013,C,8
1503267,MS384007,G,10,,MS096013,C,9
1503270,MS384007,G,11,,MS096013,C,10
1503232,MS384007,G,12,,MS096013,C,11
330020,MS384007,G,13,,MS096014,C,2
330022,MS384007,G,14,,MS096014,C,3
330023,MS384007,G,15,,MS096014,C,4
1505271,MS384007,G,16,,MS096014,C,5
330072,MS384007,G,17,,MS096014,C,6
330073,MS384007,G,18,,MS096014,C,7
330075,MS384007,G,19,,MS096014,C,8
330076,MS384007,G,20,,MS096014,C,9
330055,MS384007,G,21,,MS096014,C,10
1505251,MS384007,G,22,,MS096014,C,11
1503276,MS384007,H,3,,MS096013,D,2
1503297,MS384007,H,4,,MS096013,D,3
1503298,MS384007,H,5,,MS096013,D,4
330080,MS384007,H,6,,MS096013,D,5
1503383,MS384007,H,7,,MS096013,D,6
1503373,MS384007,H,8,x,MS096013,D,7
330032,MS384007,H,9,,MS096013,D,8
1503391,MS384007,H,10,,MS096013,D,9
330077,MS384007,H,11,,MS096013,D,10
1503421,MS384007,H,12,,MS096013,D,11
330057,MS384007,H,13,,MS096014,D,2
330060,MS384007,H,14,,MS096014,D,3
330062,MS384007,H,15,,MS096014,D,4
330065,MS384007,H,16,,MS096014,D,5
330067,MS384007,H,17,,MS096014,D,6
330025,MS384007,H,18,,MS096014,D,7
330026,MS384007,H,19,,MS096014,D,8
330027,MS384007,H,20,,MS096014,D,9
330028,MS384007,H,21,,MS096014,D,10
211097,MS384007,H,22,,MS096014,D,11
300053,MS384007,I,3,,MS096013,E,2
1503600,MS384007,I,4,,MS096013,E,3
330078,MS384007,I,5,,MS096013,E,4
1503604,MS384007,I,6,,MS096013,E,5
1503609,MS384007,I,7,,MS096013,E,6
1503610,MS384007,I,8,,MS096013,E,7
1503614,MS384007,I,9,,MS096013,E,8
330039,MS384007,I,10,,MS096013,E,9
1503627,MS384007,I,11,,MS096013,E,10
1503628,MS384007,I,12,,MS096013,E,11
330031,MS384007,I,13,,MS096014,E,2
1505273,MS384007,I,14,,MS096014,E,3
330033,MS384007,I,15,,MS096014,E,4
330034,MS384007,I,16,,MS096014,E,5
330035,MS384007,I,17,,MS096014,E,6
330036,MS384007,I,18,,MS096014,E,7
330037,MS384007,I,19,,MS096014,E,8
330038,MS384007,I,20,,MS096014,E,9
1504152,MS384007,I,21,,MS096014,E,10
1504124,MS384007,I,22,,MS096014,E,11
330083,MS384007,J,3,,MS096013,F,2
1503632,MS384007,J,4,,MS096013,F,3
1503633,MS384007,J,5,,MS096013,F,4
1503635,MS384007,J,6,,MS096013,F,5
1503647,MS384007,J,7,,MS096013,F,6
1503678,MS384007,J,8,,MS096013,F,7
330056,MS384007,J,9,,MS096013,F,8
1503676,MS384007,J,10,,MS096013,F,9
330029,MS384007,J,11,,MS096013,F,10
1503636,MS384007,J,12,,MS096013,F,11
1502029,MS384007,J,13,,MS096014,F,2
1503092,MS384007,J,14,,MS096014,F,3
1501143,MS384007,J,15,,MS096014,F,4
200690,MS384007,J,16,,MS096014,F,5
200141,MS384007,J,17,,MS096014,F,6
1501103,MS384007,J,18,,MS096014,F,7
270049,MS384007,J,19,,MS096014,F,8
231084,MS384007,J,20,,MS096014,F,9
1504071,MS384007,J,21,,MS096014,F,10
300015,MS384007,J,22,,MS096014,F,11
330079,MS384007,K,3,,MS096013,G,2
1503679,MS384007,K,4,,MS096013,G,3
1503720,MS384007,K,5,,MS096013,G,4
1503712,MS384007,K,6,,MS096013,G,5
1503722,MS384007,K,7,,MS096013,G,6
330024,MS384007,K,8,,MS096013,G,7
1503806,MS384007,K,9,,MS096013,G,8
1503816,MS384007,K,10,,MS096013,G,9
1503818,MS384007,K,11,,MS096013,G,10
1503648,MS384007,K,12,,MS096013,G,11
1500642,MS384007,K,13,,MS096014,G,2
1505207,MS384007,K,14,,MS096014,G,3
1800065,MS384007,K,15,,MS096014,G,4
1505210,MS384007,K,16,,MS096014,G,5
1505267,MS384007,K,17,,MS096014,G,6
1505306,MS384007,K,18,,MS096014,G,7
210031,MS384007,K,19,,MS096014,G,8
1505307,MS384007,K,20,,MS096014,G,9
1505270,MS384007,K,21,,MS096014,G,10
1505308,MS384007,K,22,,MS096014,G,11
1503821,MS384007,L,3,,MS096013,H,2
1503822,MS384007,L,4,,MS096013,H,3
1503914,MS384007,L,5,,MS096013,H,4
1503918,MS384007,L,6,,MS096013,H,5
1503919,MS384007,L,7,,MS096013,H,6
1503920,MS384007,L,8,,MS096013,H,7
1503921,MS384007,L,9,,MS096013,H,8
1503925,MS384007,L,10,,MS096013,H,9
1503931,MS384007,L,11,,MS096013,H,10
1503932,MS384007,L,12,,MS096013,H,11
2300009,MS384007,L,13,,MS096014,H,2
2300325,MS384007,L,14,,MS096014,H,3
210925,MS384007,L,15,,MS096014,H,4
1503215,MS384007,L,16,,MS096014,H,5
2300094,MS384007,L,17,,MS096014,H,6
1504153,MS384007,L,18,,MS096014,H,7
1505208,MS384007,L,19,,MS096014,H,8
1500130,MS384007,L,20,,MS096014,H,9
1600654,MS384007,L,21,,MS096014,H,10
330089,MS384007,L,22,,MS096014,H,11
DMSO,MS384007,D,3,,NA,NA,NA
DMSO,MS384007,D,8,,NA,NA,NA
DMSO,MS384007,D,13,,NA,NA,NA
DMSO,MS384007,D,18,,NA,NA,NA
DMSO,MS384007,D,22,,NA,NA,NA
DMSO,MS384007,M,3,,NA,NA,NA
DMSO,MS384007,M,8,,NA,NA,NA
DMSO,MS384007,M,13,,NA,NA,NA
DMSO,MS384007,M,18,,NA,NA,NA
DMSO,MS384007,M,22,,NA,NA,NA
1501142,MS384008,E,3,,MS096015,A,2
270088,MS384008,E,4,,MS096015,A,3
1503952,MS384008,E,5,,MS096015,A,4
200215,MS384008,E,6,,MS096015,A,5
1503381,MS384008,E,7,,MS096015,A,6
1503427,MS384008,E,8,,MS096015,A,7
1503428,MS384008,E,9,,MS096015,A,8
3100024,MS384008,E,10,,MS096015,A,9
270043,MS384008,E,11,,MS096015,A,10
240497,MS384008,E,12,,MS096015,A,11
1505294,MS384008,E,13,,MS096016,A,2
211152,MS384008,E,14,,MS096016,A,3
1500938,MS384008,E,15,,MS096016,A,4
1502209,MS384008,E,16,,MS096016,A,5
1503076,MS384008,E,17,,MS096016,A,6
1401401,MS384008,E,18,,MS096016,A,7
1503611,MS384008,E,19,,MS096016,A,8
1500587,MS384008,E,20,,MS096016,A,9
2300220,MS384008,E,21,,MS096016,A,10
1500248,MS384008,E,22,,MS096016,A,11
270051,MS384008,F,3,,MS096015,B,2
231070,MS384008,F,4,,MS096015,B,3
1601021,MS384008,F,5,,MS096015,B,4
290030,MS384008,F,6,,MS096015,B,5
1502025,MS384008,F,7,,MS096015,B,6
1500533,MS384008,F,8,,MS096015,B,7
1502096,MS384008,F,9,,MS096015,B,8
1900006,MS384008,F,10,,MS096015,B,9
240862,MS384008,F,11,,MS096015,B,10
1503269,MS384008,F,12,,MS096015,B,11
1500262,MS384008,F,13,x,MS096016,B,2
1500666,MS384008,F,14,,MS096016,B,3
