cmpd,plate.384,row.384,column.384,available,plate.96,row.96,column.96
1503947,MS384008,F,15,,MS096016,B,4
1500363,MS384008,F,16,,MS096016,B,5
1500196,MS384008,F,17,,MS096016,B,6
1502244,MS384008,F,18,,MS096016,B,7
1504211,MS384008,F,19,,MS096016,B,8
1500202,MS384008,F,20,,MS096016,B,9
210515,MS384008,F,21,,MS096016,B,10
1502186,MS384008,F,22,,MS096016,B,11
290032,MS384008,G,3,,MS096015,C,2
310050,MS384008,G,4,,MS096015,C,3
501332,MS384008,G,5,,MS096015,C,4
231074,MS384008,G,6,,MS096015,C,5
1500395,MS384008,G,7,,MS096015,C,6
1505241,MS384008,G,8,,MS096015,C,7
240422,MS384008,G,9,,MS096015,C,8
1502067,MS384008,G,10,,MS096015,C,9
1503084,MS384008,G,11,,MS096015,C,10
1502220,MS384008,G,12,,MS096015,C,11
1505216,MS384008,G,13,,MS096016,C,2
1502034,MS384008,G,14,,MS096016,C,3
1500802,MS384008,G,15,,MS096016,C,4
1505222,MS384008,G,16,,MS096016,C,5
310017,MS384008,G,17,,MS096016,C,6
1503051,MS384008,G,18,,MS096016,C,7
1504182,MS384008,G,19,,MS096016,C,8
1504223,MS384008,G,20,,MS096016,C,9
1502177,MS384008,G,21,,MS096016,C,10
1503710,MS384008,G,22,,MS096016,C,11
2300170,MS384008,H,3,,MS096015,D,2
1500130,MS384008,H,4,,MS096015,D,3
2300307,MS384008,H,5,,MS096015,D,4
2300061,MS384008,H,6,,MS096015,D,5
2300270,MS384008,H,7,,MS096015,D,6
2300241,MS384008,H,8,,MS096015,D,7
240429,MS384008,H,9,,MS096015,D,8
240485,MS384008,H,10,,MS096015,D,9
2300242,MS384008,H,11,,MS096015,D,10
2300214,MS384008,H,12,,MS096015,D,11
1505204,MS384008,H,13,,MS096016,D,2
1500467,MS384008,H,14,,MS096016,D,3
2300205,MS384008,H,15,,MS096016,D,4
1501136,MS384008,H,16,x,MS096016,D,5
1504303,MS384008,H,17,,MS096016,D,6
1502057,MS384008,H,18,,MS096016,D,7
1505262,MS384008,H,19,,MS096016,D,8
1503801,MS384008,H,20,,MS096016,D,9
1504171,MS384008,H,21,,MS096016,D,10
1503002,MS384008,H,22,,MS096016,D,11
330063,MS384008,I,3,,MS096015,E,2
330059,MS384008,I,4,,MS096015,E,3
1503038,MS384008,I,5,,MS096015,E,4
2300193,MS384008,I,6,,MS096015,E,5
1505296,MS384008,I,7,,MS096015,E,6
1503993,MS384008,I,8,,MS096015,E,7
1503637,MS384008,I,9,,MS096015,E,8
1503638,MS384008,I,10,,MS096015,E,9
1503650,MS384008,I,11,,MS096015,E,10
1505342,MS384008,I,12,,MS096015,E,11
1502070,MS384008,I,13,,MS096016,E,2
212151,MS384008,I,14,,MS096016,E,3
1500333,MS384008,I,15,,MS096016,E,4
390001,MS384008,I,16,,MS096016,E,5
1500775,MS384008,I,17,,MS096016,E,6
1500836,MS384008,I,18,,MS096016,E,7
1505263,MS384008,I,19,,MS096016,E,8
2300253,MS384008,I,20,,MS096016,E,9
210454,MS384008,I,21,,MS096016,E,10
1504402,MS384008,I,22,,MS096016,E,11
1504243,MS384008,J,3,,MS096015,F,2
1505248,MS384008,J,4,,MS096015,F,3
1505361,MS384008,J,5,,MS096015,F,4
1505346,MS384008,J,6,,MS096015,F,5
1505298,MS384008,J,7,,MS096015,F,6
1505261,MS384008,J,8,,MS096015,F,7
1600365,MS384008,J,9,,MS096015,F,8
1600759,MS384008,J,10,,MS096015,F,9
1601000,MS384008,J,11,,MS096015,F,10
1500343,MS384008,J,12,,MS096015,F,11
1504302,MS384008,J,13,,MS096016,F,2
2300147,MS384008,J,14,,MS096016,F,3
1502182,MS384008,J,15,,MS096016,F,4
1504229,MS384008,J,16,,MS096016,F,5
1503254,MS384008,J,17,,MS096016,F,6
211175,MS384008,J,18,,MS096016,F,7
1504273,MS384008,J,19,,MS096016,F,8
1505205,MS384008,J,20,,MS096016,F,9
1500601,MS384008,J,21,,MS096016,F,10
1504232,MS384008,J,22,,MS096016,F,11
1504240,MS384008,K,3,,MS096015,G,2
1505200,MS384008,K,4,,MS096015,G,3
1505203,MS384008,K,5,,MS096015,G,4
1502047,MS384008,K,6,,MS096015,G,5
1503077,MS384008,K,7,,MS096015,G,6
1503229,MS384008,K,8,,MS096015,G,7
1503279,MS384008,K,9,,MS096015,G,8
1502261,MS384008,K,10,,MS096015,G,9
300604,MS384008,K,11,,MS096015,G,10
1505348,MS384008,K,12,,MS096015,G,11
1500465,MS384008,K,13,,MS096016,G,2
1500316,MS384008,K,14,,MS096016,G,3
1505245,MS384008,K,15,,MS096016,G,4
1504221,MS384008,K,16,,MS096016,G,5
2300348,MS384008,K,17,,MS096016,G,6
300534,MS384008,K,18,,MS096016,G,7
2300103,MS384008,K,19,,MS096016,G,8
2300104,MS384008,K,20,,MS096016,G,9
2300165,MS384008,K,21,,MS096016,G,10
1701028,MS384008,K,22,,MS096016,G,11
1504272,MS384008,L,3,,MS096015,H,2
1504261,MS384008,L,4,,MS096015,H,3
1505202,MS384008,L,5,,MS096015,H,4
500071,MS384008,L,6,,MS096015,H,5
1501210,MS384008,L,7,,MS096015,H,6
1502236,MS384008,L,8,,MS096015,H,7
1502038,MS384008,L,9,,MS096015,H,8
1900005,MS384008,L,10,,MS096015,H,9
1502062,MS384008,L,11,,MS096015,H,10
1505265,MS384008,L,12,,MS096015,H,11
1501192,MS384008,L,13,,MS096016,H,2
2300166,MS384008,L,14,,MS096016,H,3
1502042,MS384008,L,15,,MS096016,H,4
2300078,MS384008,L,16,,MS096016,H,5
330085,MS384008,L,17,,MS096016,H,6
2300176,MS384008,L,18,,MS096016,H,7
330087,MS384008,L,19,,MS096016,H,8
2300062,MS384008,L,20,,MS096016,H,9
307123,MS384008,L,21,,MS096016,H,10
2300229,MS384008,L,22,,MS096016,H,11
DMSO,MS384008,D,3,,NA,NA,NA
DMSO,MS384008,D,8,,NA,NA,NA
DMSO,MS384008,D,13,,NA,NA,NA
DMSO,MS384008,D,18,,NA,NA,NA
DMSO,MS384008,D,22,,NA,NA,NA
DMSO,MS384008,M,3,,NA,NA,NA
DMSO,MS384008,M,8,,NA,NA,NA
DMSO,MS384008,M,13,,NA,NA,NA
DMSO,MS384008,M,18,,NA,NA,NA
DMSO,MS384008,M,22,,NA,NA,NA
1505310,MS384009,E,3,,MS096017,A,2
1503903,MS384009,E,4,,MS096017,A,3
1502252,MS384009,E,5,,MS096017,A,4
1500811,MS384009,E,6,,MS096017,A,5
1503694,MS384009,E,7,,MS096017,A,6
2300204,MS384009,E,8,,MS096017,A,7
1503970,MS384009,E,9,,MS096017,A,8
1500520,MS384009,E,10,,MS096017,A,9
1503977,MS384009,E,11,,MS096017,A,10
1501110,MS384009,E,12,x,MS096017,A,11
1504252,MS384009,E,13,,MS096018,A,2
1505317,MS384009,E,14,,MS096018,A,3
1500157,MS384009,E,15,,MS096018,A,4
1500446,MS384009,E,16,,MS096018,A,5
1503602,MS384009,E,17,,MS096018,A,6
1500382,MS384009,E,18,,MS096018,A,7
1500215,MS384009,E,19,,MS096018,A,8
1500372,MS384009,E,20,,MS096018,A,9
1500111,MS384009,E,21,,MS096018,A,10
1500616,MS384009,E,22,,MS096018,A,11
1500557,MS384009,F,3,,MS096017,B,2
1500632,MS384009,F,4,,MS096017,B,3
1501016,MS384009,F,5,,MS096017,B,4
1503256,MS384009,F,6,,MS096017,B,5
1500570,MS384009,F,7,,MS096017,B,6
1500609,MS384009,F,8,,MS096017,B,7
1500212,MS384009,F,9,,MS096017,B,8
1500398,MS384009,F,10,,MS096017,B,9
1503990,MS384009,F,11,,MS096017,B,10
1503640,MS384009,F,12,,MS096017,B,11
1500368,MS384009,F,13,,MS096018,B,2
1500355,MS384009,F,14,,MS096018,B,3
1500148,MS384009,F,15,,MS096018,B,4
1501132,MS384009,F,16,,MS096018,B,5
1500138,MS384009,F,17,,MS096018,B,6
1500239,MS384009,F,18,,MS096018,B,7
1500641,MS384009,F,19,,MS096018,B,8
1503325,MS384009,F,20,,MS096018,B,9
330001,MS384009,F,21,x,MS096018,B,10
1500541,MS384009,F,22,,MS096018,B,11
310010,MS384009,G,3,,MS096017,C,2
330061,MS384009,G,4,,MS096017,C,3
1503265,MS384009,G,5,,MS096017,C,4
1500434,MS384009,G,6,,MS096017,C,5
1500179,MS384009,G,7,,MS096017,C,6
2300219,MS384009,G,8,,MS096017,C,7
1500327,MS384009,G,9,,MS096017,C,8
1505230,MS384009,G,10,,MS096017,C,9
300024,MS384009,G,11,,MS096017,C,10
1503974,MS384009,G,12,,MS096017,C,11
1500169,MS384009,G,13,,MS096018,C,2
1500634,MS384009,G,14,,MS096018,C,3
1500427,MS384009,G,15,,MS096018,C,4
330006,MS384009,G,16,,MS096018,C,5
1500530,MS384009,G,17,,MS096018,C,6
1500492,MS384009,G,18,,MS096018,C,7
1500572,MS384009,G,19,,MS096018,C,8
1500637,MS384009,G,20,,MS096018,C,9
1504205,MS384009,G,21,,MS096018,C,10
1501134,MS384009,G,22,,MS096018,C,11
1505360,MS384009,H,3,,MS096017,D,2
201515,MS384009,H,4,,MS096017,D,3
201181,MS384009,H,5,,MS096017,D,4
200331,MS384009,H,6,,MS096017,D,5
1504241,MS384009,H,7,,MS096017,D,6
201605,MS384009,H,8,,MS096017,D,7
1500397,MS384009,H,9,,MS096017,D,8
1500396,MS384009,H,10,,MS096017,D,9
1501128,MS384009,H,11,,MS096017,D,10
2300067,MS384009,H,12,,MS096017,D,11
100586,MS384009,H,13,,MS096018,D,2
330008,MS384009,H,14,,MS096018,D,3
2300357,MS384009,H,15,,MS096018,D,4
2300063,MS384009,H,16,,MS096018,D,5
306001,MS384009,H,17,,MS096018,D,6
307023,MS384009,H,18,,MS096018,D,7
201522,MS384009,H,19,,MS096018,D,8
1504141,MS384009,H,20,,MS096018,D,9
1500186,MS384009,H,21,,MS096018,D,10
1500122,MS384009,H,22,,MS096018,D,11
240567,MS384009,I,3,,MS096017,E,2
100378,MS384009,I,4,,MS096017,E,3
1504215,MS384009,I,5,,MS096017,E,4
1502128,MS384009,I,6,,MS096017,E,5
1502084,MS384009,I,7,,MS096017,E,6
211538,MS384009,I,8,,MS096017,E,7
1502101,MS384009,I,9,,MS096017,E,8
1502030,MS384009,I,10,,MS096017,E,9
1504180,MS384009,I,11,,MS096017,E,10
1504154,MS384009,I,12,,MS096017,E,11
1500675,MS384009,I,13,,MS096018,E,2
1503006,MS384009,I,14,,MS096018,E,3
1503244,MS384009,I,15,,MS096018,E,4
1503330,MS384009,I,16,,MS096018,E,5
1503403,MS384009,I,17,,MS096018,E,6
1500193,MS384009,I,18,,MS096018,E,7
1500679,MS384009,I,19,,MS096018,E,8
1501105,MS384009,I,20,,MS096018,E,9
1503412,MS384009,I,21,,MS096018,E,10
1503393,MS384009,I,22,,MS096018,E,11
211531,MS384009,J,3,,MS096017,F,2
307035,MS384009,J,4,,MS096017,F,3
1502085,MS384009,J,5,,MS096017,F,4
1500613,MS384009,J,6,,MS096017,F,5
1501111,MS384009,J,7,,MS096017,F,6
100291,MS384009,J,8,x,MS096017,F,7
1500586,MS384009,J,9,,MS096017,F,8
1504118,MS384009,J,10,,MS096017,F,9
1502102,MS384009,J,11,,MS096017,F,10
1500322,MS384009,J,12,,MS096017,F,11
330003,MS384009,J,13,,MS096018,F,2
330002,MS384009,J,14,,MS096018,F,3
1500644,MS384009,J,15,x,MS096018,F,4
1500633,MS384009,J,16,,MS096018,F,5
1500841,MS384009,J,17,,MS096018,F,6
1500237,MS384009,J,18,,MS096018,F,7
1500256,MS384009,J,19,,MS096018,F,8
1500413,MS384009,J,20,,MS096018,F,9
1500206,MS384009,J,21,,MS096018,F,10
1500319,MS384009,J,22,,MS096018,F,11
1500374,MS384009,K,3,,MS096017,G,2
1500585,MS384009,K,4,,MS096017,G,3
1500909,MS384009,K,5,,MS096017,G,4
1502005,MS384009,K,6,,MS096017,G,5
1502046,MS384009,K,7,,MS096017,G,6
210400,MS384009,K,8,,MS096017,G,7
1501215,MS384009,K,9,,MS096017,G,8
1500584,MS384009,K,10,,MS096017,G,9
1500321,MS384009,K,11,,MS096017,G,10
1500323,MS384009,K,12,,MS096017,G,11
330005,MS384009,K,13,,MS096018,G,2
1500676,MS384009,K,14,,MS096018,G,3
1501107,MS384009,K,15,,MS096018,G,4
1800123,MS384009,K,16,,MS096018,G,5
1500315,MS384009,K,17,x,MS096018,G,6
2300192,MS384009,K,18,,MS096018,G,7
330007,MS384009,K,19,,MS096018,G,8
1502117,MS384009,K,20,,MS096018,G,9
1503074,MS384009,K,21,,MS096018,G,10
1500328,MS384009,K,22,,MS096018,G,11
1500645,MS384009,L,3,,MS096017,H,2
1500438,MS384009,L,4,,MS096017,H,3
1500123,MS384009,L,5,,MS096017,H,4
1502026,MS384009,L,6,,MS096017,H,5
1502031,MS384009,L,7,,MS096017,H,6
1504100,MS384009,L,8,,MS096017,H,7
201604,MS384009,L,9,,MS096017,H,8
1502033,MS384009,L,10,,MS096017,H,9
1502039,MS384009,L,11,,MS096017,H,10
1502037,MS384009,L,12,,MS096017,H,11
1503631,MS384009,L,13,,MS096018,H,2
1500224,MS384009,L,14,,MS096018,H,3
102130,MS384009,L,15,,MS096018,H,4
1500626,MS384009,L,16,,MS096018,H,5
1500494,MS384009,L,17,,MS096018,H,6
1500536,MS384009,L,18,,MS096018,H,7
1503322,MS384009,L,19,x,MS096018,H,8
1503324,MS384009,L,20,,MS096018,H,9
1504121,MS384009,L,21,,MS096018,H,10
1503416,MS384009,L,22,,MS096018,H,11
DMSO,MS384009,D,3,,NA,NA,NA
DMSO,MS384009,D,8,,NA,NA,NA
DMSO,MS384009,D,13,,NA,NA,NA
DMSO,MS384009,D,18,,NA,NA,NA
DMSO,MS384009,D,22,,NA,NA,NA
DMSO,MS384009,M,3,,NA,NA,NA
DMSO,MS384009,M,8,,NA,NA,NA
DMSO,MS384009,M,13,,NA,NA,NA
DMSO,MS384009,M,18,,NA,NA,NA
DMSO,MS384009,M,22,,NA,NA,NA
200139,MS384010,E,3,,MS096019,A,2
100318,MS384010,E,4,,MS096019,A,3
1500801,MS384010,E,5,,MS096019,A,4
201177,MS384010,E,6,,MS096019,A,5
1500294,MS384010,E,7,,MS096019,A,6
1500639,MS384010,E,8,,MS096019,A,7
100002,MS384010,E,9,,MS096019,A,8
100003,MS384010,E,10,,MS096019,A,9
100005,MS384010,E,11,,MS096019,A,10
100006,MS384010,E,12,,MS096019,A,11
1505800,MS384010,E,13,x,MS096020,A,2
1505315,MS384010,E,14,,MS096020,A,3
1505331,MS384010,E,15,,MS096020,A,4
330071,MS384010,E,16,,MS096020,A,5
330004,MS384010,E,17,,MS096020,A,6
1503072,MS384010,E,18,,MS096020,A,7
1503234,MS384010,E,19,,MS096020,A,8
1504085,MS384010,E,20,,MS096020,A,9
1505321,MS384010,E,21,,MS096020,A,10
1502032,MS384010,E,22,,MS096020,A,11
100008,MS384010,F,3,,MS096019,B,2
100009,MS384010,F,4,,MS096019,B,3
100012,MS384010,F,5,,MS096019,B,4
100013,MS384010,F,6,,MS096019,B,5
100014,MS384010,F,7,,MS096019,B,6
100016,MS384010,F,8,,MS096019,B,7
100024,MS384010,F,9,,MS096019,B,8
100032,MS384010,F,10,,MS096019,B,9
100047,MS384010,F,11,,MS096019,B,10
100048,MS384010,F,12,,MS096019,B,11
1504233,MS384010,F,13,,MS096020,B,2
1500543,MS384010,F,14,,MS096020,B,3
1500344,MS384010,F,15,,MS096020,B,4
1500171,MS384010,F,16,,MS096020,B,5
1500618,MS384010,F,17,,MS096020,B,6
1500152,MS384010,F,18,,MS096020,B,7
200022,MS384010,F,19,x,MS096020,B,8
1500324,MS384010,F,20,,MS096020,B,9
1500133,MS384010,F,21,,MS096020,B,10
1503607,MS384010,F,22,,MS096020,B,11
100049,MS384010,G,3,,MS096019,C,2
100054,MS384010,G,4,,MS096019,C,3
100060,MS384010,G,5,,MS096019,C,4
100058,MS384010,G,6,,MS096019,C,5
100066,MS384010,G,7,,MS096019,C,6
100069,MS384010,G,8,,MS096019,C,7
100076,MS384010,G,9,,MS096019,C,8
100088,MS384010,G,10,,MS096019,C,9
100081,MS384010,G,11,,MS096019,C,10
100090,MS384010,G,12,,MS096019,C,11
1500305,MS384010,G,13,,MS096020,C,2
300601,MS384010,G,14,,MS096020,C,3
1500685,MS384010,G,15,,MS096020,C,4
1503111,MS384010,G,16,,MS096020,C,5
1500124,MS384010,G,17,,MS096020,C,6
1503626,MS384010,G,18,,MS096020,C,7
1500375,MS384010,G,19,,MS096020,C,8
200013,MS384010,G,20,,MS096020,C,9
1502106,MS384010,G,21,,MS096020,C,10
1500400,MS384010,G,22,,MS096020,C,11
100093,MS384010,H,3,,MS096019,D,2
100094,MS384010,H,4,,MS096019,D,3
100101,MS384010,H,5,,MS096019,D,4
100139,MS384010,H,6,,MS096019,D,5
100102,MS384010,H,7,,MS096019,D,6
100140,MS384010,H,8,,MS096019,D,7
100158,MS384010,H,9,,MS096019,D,8
100114,MS384010,H,10,,MS096019,D,9
100194,MS384010,H,11,,MS096019,D,10
100201,MS384010,H,12,,MS096019,D,11
1502082,MS384010,H,13,,MS096020,D,2
1500573,MS384010,H,14,,MS096020,D,3
310035,MS384010,H,15,,MS096020,D,4
1502116,MS384010,H,16,,MS096020,D,5
1503917,MS384010,H,17,,MS096020,D,6
2300332,MS384010,H,18,x,MS096020,D,7
1500174,MS384010,H,19,,MS096020,D,8
1500522,MS384010,H,20,,MS096020,D,9
1503422,MS384010,H,21,,MS096020,D,10
1500602,MS384010,H,22,,MS096020,D,11
100205,MS384010,I,3,,MS096019,E,2
100190,MS384010,I,4,,MS096019,E,3
100218,MS384010,I,5,,MS096019,E,4
100162,MS384010,I,6,,MS096019,E,5
100173,MS384010,I,7,,MS096019,E,6
100222,MS384010,I,8,,MS096019,E,7
100223,MS384010,I,9,,MS096019,E,8
100267,MS384010,I,10,,MS096019,E,9
100271,MS384010,I,11,,MS096019,E,10
100280,MS384010,I,12,,MS096019,E,11
1501189,MS384010,I,13,,MS096020,E,2
1500614,MS384010,I,14,,MS096020,E,3
1502107,MS384010,I,15,,MS096020,E,4
1502112,MS384010,I,16,x,MS096020,E,5
1502114,MS384010,I,17,,MS096020,E,6
1503065,MS384010,I,18,,MS096020,E,7
1503304,MS384010,I,19,,MS096020,E,8
1504074,MS384010,I,20,,MS096020,E,9
1502127,MS384010,I,21,,MS096020,E,10
1501128,MS384010,I,22,,MS096020,E,11
100303,MS384010,J,3,,MS096019,F,2
100287,MS384010,J,4,,MS096019,F,3
100296,MS384010,J,5,,MS096019,F,4
100298,MS384010,J,6,,MS096019,F,5
100305,MS384010,J,7,,MS096019,F,6
100310,MS384010,J,8,,MS096019,F,7
100315,MS384010,J,9,,MS096019,F,8
100325,MS384010,J,10,,MS096019,F,9
100346,MS384010,J,11,,MS096019,F,10
100355,MS384010,J,12,,MS096019,F,11
1503603,MS384010,J,13,,MS096020,F,2
1500205,MS384010,J,14,x,MS096020,F,3
410019,MS384010,J,15,,MS096020,F,4
1502016,MS384010,J,16,,MS096020,F,5
1500272,MS384010,J,17,x,MS096020,F,6
1500674,MS384010,J,18,,MS096020,F,7
1500387,MS384010,J,19,,MS096020,F,8
1500898,MS384010,J,20,,MS096020,F,9
1504082,MS384010,J,21,,MS096020,F,10
1500486,MS384010,J,22,,MS096020,F,11
100358,MS384010,K,3,,MS096019,G,2
100525,MS384010,K,4,,MS096019,G,3
100513,MS384010,K,5,,MS096019,G,4
100756,MS384010,K,6,,MS096019,G,5
100604,MS384010,K,7,,MS096019,G,6
100199,MS384010,K,8,,MS096019,G,7
100648,MS384010,K,9,,MS096019,G,8
100687,MS384010,K,10,,MS096019,G,9
200011,MS384010,K,11,,MS096019,G,10
200425,MS384010,K,12,,MS096019,G,11
201664,MS384010,K,13,,MS096020,G,2
1504410,MS384010,K,14,x,MS096020,G,3
1500217,MS384010,K,15,,MS096020,G,4
1800177,MS384010,K,16,,MS096020,G,5
1503273,MS384010,K,17,,MS096020,G,6
1502109,MS384010,K,18,,MS096020,G,7
1503110,MS384010,K,19,,MS096020,G,8
1503973,MS384010,K,20,,MS096020,G,9
1500814,MS384010,K,21,x,MS096020,G,10
1500134,MS384010,K,22,,MS096020,G,11
200502,MS384010,L,3,,MS096019,H,2
200481,MS384010,L,4,,MS096019,H,3
102058,MS384010,L,5,,MS096019,H,4
200035,MS384010,L,6,,MS096019,H,5
200090,MS384010,L,7,,MS096019,H,6
1800067,MS384010,L,8,,MS096019,H,7
100620,MS384010,L,9,,MS096019,H,8
201138,MS384010,L,10,,MS096019,H,9
200422,MS384010,L,11,,MS096019,H,10
1505235,MS384010,L,12,,MS096019,H,11
1500435,MS384010,L,13,,MS096020,H,2
1503014,MS384010,L,14,,MS096020,H,3
1503939,MS384010,L,15,,MS096020,H,4
1502113,MS384010,L,16,,MS096020,H,5
1505252,MS384010,L,17,,MS096020,H,6
1501178,MS384010,L,18,,MS096020,H,7
1500473,MS384010,L,19,,MS096020,H,8
1500579,MS384010,L,20,,MS096020,H,9
1500596,MS384010,L,21,,MS096020,H,10
1503278,MS384010,L,22,x,MS096020,H,11
DMSO,MS384010,C,3,,NA,NA,NA
DMSO,MS384010,C,7,,NA,NA,NA
DMSO,MS384010,C,18,,NA,NA,NA
DMSO,MS384010,C,22,,NA,NA,NA
DMSO,MS384010,N,3,,NA,NA,NA
DMSO,MS384010,N,7,,NA,NA,NA
DMSO,MS384010,N,18,,NA,NA,NA
DMSO,MS384010,N,22,,NA,NA,NA
new1,MS384010,C,8,x,MS096003,A,2
new2,MS384010,C,9,x,MS096003,A,3
new3,MS384010,C,10,x,MS096003,A,4
new4,MS384010,C,11,x,MS096003,A,6
new5,MS384010,C,12,,MS096003,A,11
new6,MS384010,C,13,x,MS096003,B,2
new7,MS384010,C,14,x,MS096003,B,3
new8,MS384010,C,15,,MS096003,E,8
new9,MS384010,C,16,x,MS096003,F,6
new10,MS384010,C,17,,MS096004,F,9
new11,MS384010,D,3,x,MS096003,G,4
new12,MS384010,D,4,x,MS096003,G,6
new13,MS384010,D,5,x,MS096003,G,7
new14,MS384010,D,6,x,MS096003,G,11
new15,MS384010,D,7,,MS096004,G,9
new16,MS384010,D,8,x,MS096003,H,6
new17,MS384010,D,9,x,MS096003,H,7
new18,MS384010,D,10,x,MS096003,H,11
new19,MS384010,D,11,,MS096005,C,3
new20,MS384010,D,12,,MS096005,C,10
new21,MS384010,D,13,,MS096006,D,3
new22,MS384010,D,14,,MS096006,D,5
new23,MS384010,D,15,,MS096005,E,11
new24,MS384010,D,16,,MS096007,A,2
new25,MS384010,D,17,,MS096007,A,9
new26,MS384010,D,18,,MS096007,E,9
new27,MS384010,D,19,x,MS096008,E,4
new28,MS384010,D,20,,MS096010,B,7
new29,MS384010,D,21,,MS096010,B,10
new30,MS384010,D,22,,MS096009,E,3
new31,MS384010,M,3,,MS096009,G,3
new32,MS384010,M,4,,MS096011,E,8
new33,MS384010,M,5,,MS096014,A,3
new34,MS384010,M,6,,MS096013,D,7
new35,MS384010,M,7,,MS096016,B,2
new36,MS384010,M,8,,MS096016,D,5
new37,MS384010,M,9,,MS096017,A,11
new38,MS384010,M,10,,MS096018,B,10
new39,MS384010,M,11,,MS096017,F,7
new40,MS384010,M,12,,MS096018,F,4
new41,MS384010,M,13,,MS096018,G,6
new42,MS384010,M,14,,MS096018,H,8
new43,MS384010,M,15,,MS096021,C,5
new44,MS384010,M,16,,MS096021,D,3
new45,MS384010,M,17,,MS096023,A,3
new46,MS384010,M,18,x,MS096024,A,10
new47,MS384010,M,19,x,MS096023,E,3
new48,MS384010,M,20,,MS096023,G,2
new49,MS384010,M,21,,MS096024,H,8
new50,MS384010,M,22,,MS096025,A,9
new51,MS384010,N,8,x,NA,NA,NA
new52,MS384010,N,9,x,MS096020,A,2
new53,MS384010,N,10,x,MS096020,B,8
new54,MS384010,N,11,x,MS096020,D,7
new55,MS384010,N,12,x,MS096020,E,5
new56,MS384010,N,13,x,MS096020,F,3
new57,MS384010,N,14,x,MS096020,F,6
new58,MS384010,N,15,x,MS096020,G,3
new59,MS384010,N,16,x,MS096020,G,10
new60,MS384010,N,17,x,MS096020,H,11
100618,MS384011,E,3,,MS096021,A,2
100126,MS384011,E,4,,MS096021,A,3
100254,MS384011,E,5,,MS096021,A,4
1500223,MS384011,E,6,,MS096021,A,5
100304,MS384011,E,7,,MS096021,A,6
1500844,MS384011,E,8,,MS096021,A,7
1501114,MS384011,E,9,,MS096021,A,8
300546,MS384011,E,10,,MS096021,A,9
107108,MS384011,E,11,,MS096021,A,10
2300318,MS384011,E,12,,MS096021,A,11
1503059,MS384011,E,13,,MS096022,A,2
1505330,MS384011,E,14,,MS096022,A,3
300542,MS384011,E,15,,MS096022,A,4
1505347,MS384011,E,16,,MS096022,A,5
1503239,MS384011,E,17,,MS096022,A,6
100599,MS384011,E,18,,MS096022,A,7
1505329,MS384011,E,19,,MS096022,A,8
1502019,MS384011,E,20,,MS096022,A,9
310299,MS384011,E,21,,MS096022,A,10
1500191,MS384011,E,22,,MS096022,A,11
210397,MS384011,F,3,,MS096021,B,2
350025,MS384011,F,4,,MS096021,B,3
1500750,MS384011,F,5,,MS096021,B,4
1503926,MS384011,F,6,,MS096021,B,5
231043,MS384011,F,7,,MS096021,B,6
1500420,MS384011,F,8,,MS096021,B,7
1503032,MS384011,F,9,,MS096021,B,8
300029,MS384011,F,10,,MS096021,B,9
1503210,MS384011,F,11,,MS096021,B,10
1500989,MS384011,F,12,,MS096021,B,11
1503036,MS384011,F,13,,MS096022,B,2
1505337,MS384011,F,14,,MS096022,B,3
1505334,MS384011,F,15,,MS096022,B,4
1502173,MS384011,F,16,,MS096022,B,5
1505335,MS384011,F,17,,MS096022,B,6
1500735,MS384011,F,18,,MS096022,B,7
200463,MS384011,F,19,,MS096022,B,8
1500839,MS384011,F,20,,MS096022,B,9
1500314,MS384011,F,21,,MS096022,B,10
240932,MS384011,F,22,,MS096022,B,11
300384,MS384011,G,3,,MS096021,C,2
1502098,MS384011,G,4,,MS096021,C,3
1503226,MS384011,G,5,,MS096021,C,4
1505328,MS384011,G,6,x,MS096021,C,5
1502074,MS384011,G,7,,MS096021,C,6
305025,MS384011,G,8,,MS096021,C,7
1503094,MS384011,G,9,,MS096021,C,8
1502103,MS384011,G,10,,MS096021,C,9
300610,MS384011,G,11,,MS096021,C,10
1503200,MS384011,G,12,,MS096021,C,11
1503202,MS384011,G,13,,MS096022,C,2
1500821,MS384011,G,14,,MS096022,C,3
1505290,MS384011,G,15,,MS096022,C,4
201650,MS384011,G,16,,MS096022,C,5
1500456,MS384011,G,17,,MS096022,C,6
300013,MS384011,G,18,,MS096022,C,7
1504142,MS384011,G,19,,MS096022,C,8
1505340,MS384011,G,20,,MS096022,C,9
1505311,MS384011,G,21,,MS096022,C,10
1505319,MS384011,G,22,,MS096022,C,11
1500116,MS384011,H,3,,MS096021,D,2
1503223,MS384011,H,4,x,MS096021,D,3
310028,MS384011,H,5,,MS096021,D,4
1504234,MS384011,H,6,,MS096021,D,5
1504244,MS384011,H,7,,MS096021,D,6
210556,MS384011,H,8,,MS096021,D,7
100242,MS384011,H,9,,MS096021,D,8
1502018,MS384011,H,10,,MS096021,D,9
1503250,MS384011,H,11,,MS096021,D,10
1504027,MS384011,H,12,,MS096021,D,11
1505316,MS384011,H,13,,MS096022,D,2
203008,MS384011,H,14,,MS096022,D,3
380004,MS384011,H,15,,MS096022,D,4
1501018,MS384011,H,16,,MS096022,D,5
1600568,MS384011,H,17,,MS096022,D,6
1500672,MS384011,H,18,,MS096022,D,7
1500663,MS384011,H,19,,MS096022,D,8
